p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
6.26345282473046e-10	-0.611872629975521	0.38	0.45	6.4695204226641e-06	0	CR43314
7.28981915166381e-10	-0.502282951488957	0.327	0.41	7.52965420175355e-06	0	CG31637
8.14731441324308e-10	-0.266309833425208	0.407	0.503	8.41536105743877e-06	0	CG42813
9.04445631078811e-10	-0.359724649462468	0.173	0.269	9.34201892341304e-06	0	Mvl
1.0122359491703e-09	-0.295176593708394	0.26	0.362	1.04553851189801e-05	0	betaggt-II
1.29809317713526e-09	-0.311182466540126	0.175	0.267	1.34080044266301e-05	0	pigs
1.36046351888292e-09	-0.255862363780752	0.733	0.778	1.40522276865417e-05	0	CG11122
1.39379168497688e-09	-0.254431237514588	0.299	0.397	1.43964743141262e-05	0	Met
1.75871451384462e-09	-0.457327151207729	0.56	0.651	1.81657622135011e-05	0	Hr4
1.8681325151453e-09	-0.25042251976015	0.697	0.737	1.92959407489358e-05	0	MED21
1.94728194544696e-09	-0.261622382247469	0.377	0.467	2.01134752145216e-05	0	Akt1
2.04442656287109e-09	-0.410755534257397	0.77	0.782	2.11168819678954e-05	0	CG42342
2.4662794583674e-09	-0.347014738871167	0.391	0.47	2.54742005254769e-05	0	phol
2.61483812270768e-09	0.289289776817843	0.261	0.169	2.70086629694476e-05	0	Cad86C
2.74651957138975e-09	-0.331847216091498	0.822	0.848	2.83688006528847e-05	0	CG42684
2.76178526260535e-09	-0.271032107283613	0.764	0.791	2.85264799774507e-05	0	CG42668
2.78174113801361e-09	-0.280733117578378	0.692	0.754	2.87326042145425e-05	0	tou
4.0517737591374e-09	0.308206990160473	0.599	0.476	4.18507711581302e-05	0	E(spl)m2-BFM
5.14649493051579e-09	-0.302619180472657	0.185	0.276	5.31581461372976e-05	0	edl
9.06563346991543e-09	-0.272273859502129	0.812	0.836	9.36389281107564e-05	0	flw
9.60975118377384e-09	-0.254634442823649	0.278	0.367	9.92591199772e-05	0	NaCP60E
9.62795431128327e-09	-0.254507165635573	0.38	0.468	9.94471400812449e-05	0	Socs16D
1.33803391875288e-08	-0.265074428760479	0.338	0.428	0.000138205523467985	0	Tsp96F
1.46997444952514e-08	-0.292093293676424	0.314	0.391	0.000151833660891451	0	CG16711
1.61449802697941e-08	-0.254294691619128	0.357	0.443	0.000166761501206703	0	sgl
1.822375998241e-08	-0.269282641144111	0.321	0.406	0.000188233216858313	0	LRR
3.28322119162397e-08	-0.270817398509055	0.29	0.373	0.00033912391688284	0	Asator
3.58348423239855e-08	-1.16426424923806	0.688	0.726	0.000370138086364446	0	CG17337
4.04433599268103e-08	-0.706132394952894	0.36	0.418	0.000417739464684023	0	Gale
4.38203930343053e-08	-0.283552773531324	0.668	0.726	0.000452620839651339	0	norpA
4.84247262732742e-08	-0.259460478707546	0.868	0.867	0.00050017899767665	0	east
5.0649678839637e-08	-0.278089960266432	0.425	0.502	0.000523160532734611	0	Mtl
5.37240377414378e-08	-0.297158368842685	0.263	0.349	0.000554915585831311	0	Men
5.66236362213902e-08	-0.386567745419247	0.874	0.821	0.000584865538530739	0	CG32264
5.91712393640549e-08	-0.334101948190269	0.266	0.345	0.000611179731391323	0	RhoGAP18B
6.00306673862055e-08	-0.371205894951814	0.407	0.467	0.000620056763432117	0	CG11134
6.13009286743676e-08	-0.25779357618175	0.638	0.689	0.000633177292277543	0	Taf12
7.04467821674222e-08	-0.405015979419064	0.433	0.486	0.000727644813007304	0	Drat
9.68291572654159e-08	-0.508521794579825	0.236	0.315	0.00100014836539448	0	Eip74EF
9.76355091294556e-08	0.306345369117681	0.289	0.195	0.00100847717379815	0	Brd
1.06830565545722e-07	0.307121435623561	0.468	0.37	0.00110345291152176	0	MYPT-75D
1.14405941122877e-07	-0.522654932226888	0.364	0.439	0.0011816989658582	0	Gclm
1.56377511095127e-07	-0.354512033664552	0.188	0.276	0.00161522331210157	0	hh
1.65307979305455e-07	-0.429829703942107	0.58	0.622	0.00170746611824604	0	CG4572
2.03984265980354e-07	-0.407956660013096	0.48	0.509	0.00210695348331107	0	sdk
2.24980243590203e-07	0.485128894982746	0.382	0.295	0.0023238209360432	0	CG6357
2.2551222407708e-07	-0.578479039463845	0.385	0.432	0.00232931576249216	0	Pkn
3.82497340643592e-07	-0.987932826028472	0.238	0.312	0.00395081503150766	0	beat-IIIc
3.89427826934689e-07	-0.511787065402691	0.484	0.576	0.00402240002440841	0	roX2
4.22472424214741e-07	-0.774149093413615	0.278	0.331	0.00436371766971406	0	CG31038
4.91122204351923e-07	-0.554237855962082	0.998	0.899	0.00507280124875102	0	Ten-a
6.77976871738214e-07	-0.322298259943231	0.211	0.282	0.00700282310818401	0	CG9416
7.8102937747769e-07	-0.2732265268818	0.511	0.567	0.00806725243996706	0	SPoCk
7.92131846530185e-07	-0.313540038703247	0.986	0.947	0.00818192984281028	0	CR40469
9.06387014974052e-07	-0.268805922030336	0.271	0.349	0.00936207147766699	0	MESR6
1.11714869152112e-06	-0.286905997465031	0.555	0.597	0.0115390288347217	0	nuf
1.96999375390327e-06	-0.319949491484084	0.258	0.351	0.0203480654840669	0	ct
2.00830241415405e-06	-0.269032216730899	0.209	0.287	0.0207437556357971	0	cv-2
2.05228353632736e-06	-0.25596838759987	0.475	0.523	0.0211980366467253	0	CG8507
2.61796094159546e-06	-0.478090317852025	0.997	0.896	0.0270409185657395	0	Argk
2.86390362767581e-06	-0.252661293617306	0.337	0.406	0.0295812605702634	0	CG3967
3.22222275316474e-06	-0.634140791596393	1	1	0.0332823388174386	0	Act42A
4.27368408228219e-06	-0.330551261584464	0.789	0.864	0.0441428828858927	0	Imp
5.03936070679487e-06	-0.262765603535605	0.848	0.7	0.0520515567404842	0	Hsp67Ba
5.92428915107396e-06	-0.537499885992575	0.401	0.471	0.061191982641443	0	Sox14
6.6203729565373e-06	-0.304954323024736	0.24	0.308	0.0683818322680738	0	NaPi-III
7.85064664590227e-06	-1.06296288913419	0.961	0.848	0.0810893292055246	0	Fas2
8.05846672849155e-06	-0.440936105262443	0.998	0.996	0.0832359028385892	0	His3.3B
8.21488459035374e-06	-0.346482117182726	0.371	0.41	0.0848515429337637	0	CG42268
1.38968976100454e-05	-0.634874375041597	0.368	0.422	0.143541055414159	0	CG12643
2.59895535885303e-05	-0.32622965616364	0.214	0.282	0.26844609901593	0	CG34371
3.1834401957852e-05	-0.262135072436111	0.202	0.257	0.328817537822653	0	CG10425
5.34725425853992e-05	-0.271646165658467	0.48	0.327	0.552317892364589	0	tfc
5.58257386549453e-05	-0.638019579762766	0.244	0.284	0.57662405456693	0	RhoL
6.17798047136651e-05	-0.338695446362921	0.699	0.74	0.638123602887447	0	CG9328
0.000151937948664194	-0.637791975971309	0.936	0.848	1	0	Chd64
0.000188025295007314	0.446582724401152	0.261	0.21	1	0	magu
0.000228769749315302	-0.355385381514666	0.354	0.258	1	0	vir-1
0.00029460997836675	-0.278544411194781	0.571	0.593	1	0	CG8034
0.00030286840610583	-0.423499449458546	0.646	0.545	1	0	CG31075
0.000347277137254139	-0.365718360562069	0.646	0.65	1	0	Pde9
0.000639871549107218	-0.454003704113959	0.555	0.539	1	0	CG42747
0.000725002047698115	-0.540817588393595	0.615	0.491	1	0	CG5854
0.00123518040221871	-0.414459117279648	0.273	0.309	1	0	fz3
0.00129358237608474	-0.579626540304449	0.351	0.344	1	0	so
0.00139530376350993	-0.359420709953735	0.204	0.254	1	0	trol
0.00146314456514904	-0.864982875688292	0.217	0.254	1	0	CG1572
0.00186771905585193	0.32712719444037	0.345	0.291	1	0	h
0.00242197025972235	-1.10594810376223	0.993	0.989	1	0	fabp
0.00360852068629313	-0.657855440070142	1	0.92	1	0	mbl
0.00402704050953712	-0.578715278583134	0.989	0.881	1	0	GstO3
0.00545193813550025	-0.512920288415127	0.405	0.408	1	0	LanA
0.00674915823829525	-0.330373359234755	0.404	0.421	1	0	Gfat2
0.00876926366785404	-0.599736764715572	0.805	0.689	1	0	CG13300
5.54600702435452e-281	1.52340375796402	0.667	0.008	5.72847065545579e-277	5	stumps
1.1893433628827e-274	1.81577997734303	0.689	0.011	1.22847275952155e-270	5	repo
5.05454635086282e-230	1.1773885804903	0.523	0.004	5.22084092580621e-226	5	htl
1.83661136480022e-214	1.0218133781264	0.538	0.008	1.89703587870214e-210	5	Lapsyn
1.86949425046406e-167	0.830575002117967	0.394	0.004	1.93100061130433e-163	5	CG42390
3.07082804308009e-156	1.55841432159593	0.432	0.009	3.17185828569742e-152	5	CG11426
3.07070390651063e-142	1.65241720705222	0.53	0.025	3.17173006503483e-138	5	CG15209
7.70068660892116e-140	0.805286097975557	0.477	0.018	7.95403919835466e-136	5	Lsd-1
4.36104666697879e-136	0.83462885338435	0.477	0.019	4.50452510232239e-132	5	kon
2.80168023002408e-132	1.53155322014993	0.371	0.008	2.89385550959188e-128	5	Ids
1.69555425355966e-128	4.88906986456655	0.682	0.065	1.75133798850177e-124	5	CG32032
4.9614046096305e-124	2.07934252507987	0.311	0.004	5.12463482128734e-120	5	CG15203
1.53742719076611e-116	2.03036927956413	0.439	0.021	1.58800854534232e-112	5	CG3168
3.65445595391789e-109	1.41094857228956	0.576	0.051	3.77468755480178e-105	5	CG13124
4.3565251898204e-108	0.846502953672642	0.439	0.024	4.49985486856549e-104	5	CG3091
6.27881858513229e-108	1.02537656290079	0.545	0.044	6.48539171658314e-104	5	CG17646
2.43928478084009e-105	1.71738880201643	0.864	0.128	2.51953725012973e-101	5	zfh1
5.20085573659025e-105	1.95944351107534	0.386	0.018	5.37196389032407e-101	5	moody
6.17828295008973e-102	2.93150148127092	0.417	0.024	6.38154845914769e-98	5	euc
6.21103957797304e-101	1.84634097069171	0.371	0.017	6.41538278008835e-97	5	Lip4
1.18978136306034e-100	0.571259928899772	0.258	0.004	1.22892516990503e-96	5	CR45737
6.13107965536982e-100	1.27867025898219	0.386	0.019	6.33279217603148e-96	5	Drgx
2.33618729032196e-93	1.43271346056236	0.394	0.023	2.41304785217356e-89	5	Mal-A5
1.06024584484401e-92	1.00137665772227	0.288	0.008	1.09512793313938e-88	5	sens-2
4.1030082494844e-91	1.17151781975579	0.545	0.057	4.23799722089244e-87	5	CG16947
8.26467487101515e-89	0.740694395962873	0.432	0.032	8.53658267427155e-85	5	CG1674
9.55067339452358e-87	0.961309175573427	0.606	0.075	9.8648905492034e-83	5	CG12768
9.30618077620552e-85	1.19533823128917	0.629	0.086	9.61235412374268e-81	5	CAP
2.00470766947404e-84	3.24226404381899	0.833	0.178	2.07066255179973e-80	5	Ama
3.42371114439353e-81	2.62959335354217	0.629	0.099	3.53635124104407e-77	5	Gabat
3.37315636623882e-80	0.61228055255124	0.333	0.019	3.48413321068807e-76	5	CG6293
7.61536650115034e-80	1.25100004591394	0.477	0.049	7.86591205903819e-76	5	Sp7
6.99350172150972e-79	1.82151987617871	0.318	0.017	7.22358792814739e-75	5	CG34136
7.25154574148e-79	2.83049291832113	0.348	0.023	7.49012159637469e-75	5	Swim
1.26825223730596e-78	1.32915366766785	0.765	0.173	1.30997773591333e-74	5	CG31549
3.37629605899393e-78	1.76824252991764	0.485	0.052	3.48737619933483e-74	5	CG31690
6.71998013995278e-72	2.61958528168988	0.432	0.045	6.94106748655722e-68	5	NLaz
5.89222247126178e-71	5.79402894013707	0.583	0.096	6.08607659056629e-67	5	CG31676
6.00004469731877e-69	1.20204198461248	0.735	0.157	6.19744616786056e-65	5	NK7.1
6.67008494276039e-69	1.28335597450531	0.379	0.033	6.8895307373772e-65	5	CG9338
3.17996725223978e-68	1.26811471914032	0.773	0.185	3.28458817483847e-64	5	AnxB10
2.3840453977106e-63	1.17128347144936	0.318	0.025	2.46248049129528e-59	5	CG15117
2.55662886430966e-62	1.15106162381673	0.689	0.142	2.64074195394545e-58	5	Mes2
6.63570196232407e-62	1.18878976369883	0.424	0.051	6.85401655688453e-58	5	Tsp68C
2.77832433241614e-60	-1.00398384425015	1	1	2.86973120295263e-56	5	His4r
4.00711036646662e-59	1.29080504745668	0.295	0.023	4.13894429752337e-55	5	CR43883
6.11366747911702e-58	1.24637066129527	0.841	0.281	6.31480713917997e-54	5	RhoGAP18B
7.31306985447231e-57	-2.22920219717921	0.447	0.954	7.55366985268445e-53	5	GstO3
6.53435533021848e-56	1.32119011013613	0.78	0.248	6.74933562058267e-52	5	CG9426
2.04106691773671e-55	4.90010956408521	0.485	0.084	2.10821801933024e-51	5	CG9336
2.58978237981576e-53	0.491245773634581	0.265	0.02	2.67498622011169e-49	5	CG4822
2.87186163106345e-53	0.82667560056438	0.47	0.073	2.96634587872544e-49	5	apt
1.20795084145616e-48	-2.40782815125234	0.492	0.892	1.24769242414007e-44	5	Sod3
5.15597846740579e-48	-2.31965045157327	0.386	0.883	5.32561015898344e-44	5	grh
1.82181563332241e-47	-2.1648339429667	0.318	0.856	1.88175336765871e-43	5	pio
2.90497272767938e-47	-1.81865179114227	0.326	0.872	3.00054633042004e-43	5	CG33978
1.56469629858975e-46	1.36136841164963	0.492	0.09	1.61617480681335e-42	5	nemy
2.51574292781541e-45	-1.81295948065556	0.25	0.839	2.59851087014054e-41	5	lft
1.72139317141617e-44	-1.79889668771594	0.22	0.813	1.77802700675576e-40	5	ft
1.24521883890283e-43	-1.70449259073083	0.212	0.802	1.28618653870273e-39	5	Sema2b
1.26056489603851e-43	0.671123055543718	0.417	0.071	1.30203748111817e-39	5	pain
1.1791566034461e-42	-1.93174481093363	0.864	0.959	1.21795085569948e-38	5	heph
1.73421684960771e-42	2.27692179042053	0.417	0.071	1.7912725839598e-38	5	CR30009
8.66631646002029e-42	0.600960974489688	0.311	0.038	8.95143827155496e-38	5	CG10479
1.39019818065112e-41	-1.61544921548217	0.568	0.89	1.43593570079454e-37	5	shg
1.54026182682806e-41	-1.72899818112329	0.295	0.825	1.59093644093071e-37	5	CG10939
1.62619990851679e-41	1.93976298595995	0.568	0.147	1.679701885507e-37	5	Arc1
2.2537168709668e-41	-1.9228586202931	0.265	0.808	2.32786415602161e-37	5	verm
5.41430027115073e-41	0.587602986547955	0.333	0.047	5.59243075007159e-37	5	fu12
5.95597262275785e-41	0.516200451981137	0.265	0.028	6.15192412204658e-37	5	tx
7.50846263280298e-40	1.84368150258791	0.985	0.856	7.75549105342219e-36	5	Mkp3
2.17348379385501e-39	-0.827596395349736	1	1	2.24499141067284e-35	5	Df31
3.07442891401906e-39	-1.44431801818868	0.174	0.759	3.17557762529028e-35	5	Vdup1
5.46587549297196e-39	1.20829597475627	0.561	0.15	5.64570279669074e-35	5	CG9801
8.87918520339317e-39	-1.56732392057369	0.212	0.762	9.17131039658481e-35	5	CG6398
1.27868765952812e-38	1.43740002190614	0.803	0.426	1.3207564835266e-34	5	blow
1.35178299930337e-38	1.00617740940974	1	1	1.39625665998046e-34	5	cib
1.38562464857841e-38	0.659536492800861	0.53	0.125	1.43121169951664e-34	5	wgn
1.50379742744142e-38	-1.4208909915399	0.955	0.959	1.55327236280424e-34	5	l(3)neo38
2.10840124178241e-38	1.32202379922524	1	0.97	2.17776764263705e-34	5	AnxB9
1.16000440515822e-37	-1.96686077296309	0.258	0.796	1.19816855008792e-33	5	Tom
1.40990295089475e-37	-1.41941939534226	0.227	0.761	1.45628875797919e-33	5	bowl
2.36837016732784e-37	-1.53882659351135	0.189	0.751	2.44628954583292e-33	5	wbl
6.30033639321315e-37	-0.779090033972881	1	1	6.50761746054986e-33	5	Rm62
3.50068070007979e-36	1.58550361282635	0.576	0.178	3.61585309511242e-32	5	CG3036
1.03089708391787e-35	-1.76536865555321	0.833	0.96	1.06481359797877e-31	5	mbl
1.37270525327177e-35	0.94343483015269	0.795	0.342	1.41786725610441e-31	5	Pax
3.06965961457876e-35	1.39253986828452	0.553	0.157	3.1706514158984e-31	5	mfas
3.17710056212925e-35	2.10603667245271	0.591	0.212	3.2816271706233e-31	5	trol
1.17216655348135e-34	-1.2475971077723	0.182	0.747	1.21073083309088e-30	5	crb
1.29353431553535e-34	0.699301168865571	1	1	1.33609159451646e-30	5	Act5C
7.12769018031418e-34	1.1329426660305	0.765	0.345	7.36219118724651e-30	5	CG7029
1.52727221163542e-33	-2.09613087575716	0.159	0.694	1.57751946739822e-29	5	trn
2.3716940571669e-33	-0.815881052217362	1	1	2.44972279164769e-29	5	CG2852
2.62169039289913e-33	-2.67752779986731	0.356	0.786	2.70794400682551e-29	5	nw
9.31166022833057e-33	1.21801489618451	1	0.993	9.61801384984265e-29	5	fax
1.15452592735072e-32	0.385457434572543	0.311	0.049	1.19250983036055e-28	5	Reck
1.75116680947208e-32	-1.87428194533722	0.258	0.739	1.80878019750372e-28	5	CG7675
2.21753516264901e-32	-1.60163001484822	0.348	0.786	2.29049206950017e-28	5	Hsp67Ba
3.59921390963042e-32	-1.29838476854144	0.856	0.93	3.71762804725726e-28	5	ed
3.60696682772407e-32	-1.97477402371183	0.341	0.791	3.72563603635619e-28	5	fj
4.04290987927966e-32	-1.16951833089458	0.189	0.714	4.17592161430796e-28	5	CG34383
5.62469489725956e-32	-1.07341092802205	0.045	0.612	5.8097473593794e-28	5	Dlish
9.12125231755232e-32	0.857175859950892	0.311	0.05	9.4213415187998e-28	5	Con
1.37287732362267e-31	-1.3102117326935	0.091	0.636	1.41804498756985e-27	5	ovo
2.30027492491119e-31	-1.36676141926555	0.977	0.998	2.37595396994077e-27	5	Hsromega
2.46086227691563e-31	0.831032297696746	0.992	0.993	2.54182464582616e-27	5	Frl
6.01473594471753e-31	-1.35085683441013	0.22	0.71	6.21262075729873e-27	5	d
6.07650342075277e-31	-0.853165872603108	1	1	6.27642038329554e-27	5	CG9821
9.88193205688949e-31	0.879833136579956	0.977	0.786	1.02070476215612e-26	5	Rbfox1
9.94193147907623e-31	0.694465915009187	1	0.998	1.02690210247378e-26	5	sqh
1.03904053908274e-30	0.790632358283416	1	0.961	1.07322497281856e-26	5	CG6891
1.13923016871203e-30	-1.37261784412629	0.167	0.68	1.17671084126265e-26	5	CG11275
1.22022401580729e-30	-1.35286030103262	0.598	0.896	1.26036938592735e-26	5	unc-13
1.42536919729037e-30	0.376072120357181	0.265	0.039	1.47226384388123e-26	5	CG31373
2.0409901422422e-30	0.720439754353259	0.326	0.058	2.10813871792197e-26	5	Timp
3.08485221542996e-30	-3.37620458268634	0.47	0.824	3.18634385331761e-26	5	ImpE2
3.35808558456762e-30	-0.946381324332773	0.97	0.985	3.46856660029989e-26	5	Rtnl1
1.09824573555273e-29	-1.15877332827302	0.136	0.666	1.13437802025242e-25	5	CG30463
7.91061161942733e-29	-0.738658936487013	0.977	0.998	8.17087074170649e-25	5	Pdcd4
9.81956488135143e-29	-1.26354138642936	0.273	0.75	1.01426285659479e-24	5	stv
1.53783553892315e-28	1.5401194105027	0.568	0.192	1.58843032815372e-24	5	Optix
3.62441996453112e-28	0.706466414871036	0.439	0.118	3.74366338136419e-24	5	form3
5.07191387538976e-28	-1.4360054411311	0.129	0.623	5.23877984189008e-24	5	Kank
8.31378119396946e-28	-1.1826030949724	0.121	0.622	8.58730459525106e-24	5	Gfat1
9.76163736113848e-28	-1.73022412605127	0.28	0.724	1.00827952303199e-23	5	obst-B
1.20900037812382e-27	-0.995346844597131	0.136	0.645	1.24877649056409e-23	5	ec
1.83598602411925e-27	-1.1131907694741	0.106	0.612	1.89638996431277e-23	5	Myo10A
2.79160732514703e-27	1.54403223666627	0.591	0.219	2.88345120614437e-23	5	CG12065
3.88897829271896e-27	-1.18365639490229	0.311	0.755	4.01692567854942e-23	5	CG15083
5.96771958560612e-27	-2.32863283692256	0.242	0.67	6.16405755997256e-23	5	CG31997
6.07186133252208e-27	-1.64607973706214	0.235	0.69	6.27162557036206e-23	5	CG9689
7.52432325261589e-27	-0.963739684418099	0.045	0.561	7.77187348762695e-23	5	aru
9.20959858405594e-27	-1.0404064375705	0.129	0.617	9.51259437747138e-23	5	CG12581
1.48631338522618e-26	0.805953026642493	0.977	0.863	1.53521309560012e-22	5	CG8498
2.13168743036353e-26	-0.74762969489745	0.97	0.98	2.20181994682249e-22	5	Ssdp
3.43986677862751e-26	-1.20701298376439	0.114	0.602	3.55303839564435e-22	5	GNBP3
4.89226071537478e-26	-1.12591554947472	0.114	0.6	5.05321609291061e-22	5	nahoda
5.06870540274448e-26	-1.28964003946835	0.235	0.682	5.23546581049477e-22	5	CG9331
6.10538889470472e-26	-0.98949491878517	0.242	0.706	6.30625618934051e-22	5	NijA
7.37756571702468e-26	0.958947317505808	0.47	0.149	7.62028762911479e-22	5	QC
7.86203011682857e-26	-1.75988592561841	0.402	0.757	8.12069090767223e-22	5	CG13300
8.52798870232442e-26	1.09250034826192	1	0.972	8.8085595306309e-22	5	CG1890
1.61967970820701e-25	0.688506110959817	1	0.994	1.67296717060703e-21	5	Sh3beta
2.67717680286842e-25	-1.40656014564742	0.197	0.644	2.76525591968279e-21	5	St2
2.8270367838144e-25	-1.00905515828378	0.083	0.564	2.92004629400189e-21	5	Sans
3.14295496118181e-25	-0.879802562219182	0.371	0.8	3.24635817940469e-21	5	mtd
4.09681103013826e-25	-1.08879696247007	0.326	0.732	4.23159611302981e-21	5	ex
4.11332473720132e-25	-1.29889766770789	0.098	0.574	4.24865312105524e-21	5	serp
4.34920579477101e-25	-1.0038982843184	0.508	0.871	4.49229466541898e-21	5	GstE11
5.45838336015173e-25	-1.14198716804522	0.947	0.992	5.63796417270072e-21	5	Msp300
5.7830982772375e-25	-0.970921337249219	0.72	0.878	5.97336221055861e-21	5	bou
6.25203205609543e-25	-0.886254600057987	0.136	0.62	6.45772391074097e-21	5	CG18190
7.6119853576289e-25	0.73430295150105	1	0.968	7.86241967589489e-21	5	Syb
9.3794367855185e-25	-1.23160526685363	0.439	0.772	9.68802025576206e-21	5	Egfr
1.11930790475164e-24	-0.810397614778456	0.864	0.958	1.15613313481797e-20	5	CG17272
1.26624362886446e-24	-0.958497799702212	0.129	0.601	1.3079030442541e-20	5	Tsp39D
1.42727968166256e-24	0.671486344555766	1	0.95	1.47423718318925e-20	5	Sep2
1.72346505926386e-24	0.868121744490694	0.947	0.817	1.78016705971364e-20	5	Rac2
1.82515226673068e-24	-1.49952869165522	0.121	0.583	1.88519977630612e-20	5	CG9782
1.9321004875413e-24	-1.56967625464149	0.682	0.896	1.99566659358141e-20	5	Chd64
2.0525469063746e-24	-0.861414617424799	0.75	0.949	2.12007569959433e-20	5	InR
2.14237552831532e-24	0.468496345727328	0.364	0.084	2.2128596831969e-20	5	CG3831
2.48086419171628e-24	-0.87119241986339	0.015	0.491	2.56248462362374e-20	5	rtv
2.78347348584677e-24	0.499658013450782	0.439	0.128	2.87504976353113e-20	5	CG7800
3.92097761740486e-24	-0.82174699155029	0.765	0.947	4.04997778101748e-20	5	trx
3.98833046520476e-24	-1.47679065963504	0.174	0.616	4.11954653751e-20	5	klu
4.16095407035856e-24	-1.0021967191772	0.152	0.603	4.29784945927335e-20	5	sdt
5.13110451495254e-24	1.02831621422735	1	0.982	5.29991785349448e-20	5	Tsp42Ee
6.40916263735048e-24	0.613187454398744	0.356	0.087	6.62002408811931e-20	5	Ilp6
7.48279887582057e-24	-1.06133184326453	0.045	0.52	7.72898295883506e-20	5	CG34398
9.58329352615499e-24	-1.16956325477246	0.068	0.535	9.89858388316549e-20	5	CG17919
1.40720600064355e-23	1.65584679145936	0.765	0.532	1.45350307806473e-19	5	bi
1.47548192638174e-23	-1.89160682853327	0.288	0.693	1.5240252817597e-19	5	CG9691
2.1207091161135e-23	0.377069649079824	0.303	0.066	2.19048044603363e-19	5	zuc
2.35148475841422e-23	0.711036411196343	0.977	0.794	2.42884860696605e-19	5	Mtpalpha
3.06039078835189e-23	2.33028181261791	0.614	0.275	3.16107764528867e-19	5	Npc2a
3.19027657453669e-23	0.668354295260797	0.364	0.095	3.29523667383895e-19	5	scaf
3.64871888429244e-23	0.598546364234536	0.492	0.164	3.76876173558566e-19	5	CG3097
4.71767667050051e-23	0.533119575587575	0.258	0.049	4.87288823295998e-19	5	CG17224
4.84049270249511e-23	0.705424013126619	1	0.96	4.9997449124072e-19	5	l(2)k09913
5.6108643251845e-23	-0.913507216710897	0.03	0.499	5.79546176148307e-19	5	knk
7.50131135242466e-23	0.702009634499291	0.538	0.204	7.74810449591943e-19	5	CG7231
1.57338503776211e-22	-0.842426648512004	0.795	0.934	1.62514940550448e-18	5	PPP4R2r
1.62049720751817e-22	-0.867154216119504	0.25	0.668	1.67381156564552e-18	5	numb
2.38186324580302e-22	3.87416039437942	0.295	0.07	2.46022654658994e-18	5	Obp44a
2.39527617684747e-22	-0.823376910352329	0.742	0.933	2.47408076306575e-18	5	Ppa
2.79025167062695e-22	0.862707875626352	0.386	0.116	2.88205095059058e-18	5	CG33056
3.52777488148406e-22	-1.28326067364555	0.091	0.536	3.64383867508488e-18	5	dpy
4.01902709594745e-22	-0.952012264918154	0.167	0.613	4.15125308740412e-18	5	Xpc
4.47466557957165e-22	-0.868689439041849	1	1	4.62188207713956e-18	5	Act42A
5.03273963942309e-22	0.488783437952156	0.621	0.232	5.1983167735601e-18	5	SPARC
5.04284268487995e-22	-0.893577940863846	0.144	0.591	5.2087522092125e-18	5	CG42673
5.87496788936418e-22	-0.858100668755895	1	1	6.06825433292426e-18	5	Cam
7.43007037714904e-22	-0.63035194175256	1	1	7.67451969255725e-18	5	spen
8.24592399512883e-22	-0.921081455902067	0.477	0.792	8.51721489456857e-18	5	CG4455
1.14788122275457e-21	-0.754629204794496	0.939	0.996	1.1856465149832e-17	5	zip
1.66138888748364e-21	-0.506036062775791	1	1	1.71604858188185e-17	5	akirin
1.69261695444939e-21	-0.689348601255865	0.803	0.986	1.74830405225078e-17	5	Prosap
2.31061546724139e-21	-1.06141287533829	0.606	0.858	2.38663471611363e-17	5	stx
3.40557678006117e-21	-0.831453556171181	0.22	0.637	3.51762025612518e-17	5	Msr-110
3.58422583587688e-21	-1.23186327781456	0.22	0.62	3.70214686587723e-17	5	tutl
4.12914835236281e-21	-1.19433867765821	0.098	0.524	4.26499733315554e-17	5	Cht10
4.60799318842051e-21	-0.743990113697133	0.803	0.919	4.75959616431955e-17	5	CG9135
4.75735307709942e-21	-1.51004177222588	0.22	0.616	4.913869993336e-17	5	ImpE3
9.11186665838905e-21	-1.16378859866127	0.947	0.902	9.41164707145005e-17	5	Inx3
9.12468445284109e-21	-0.74577254462541	0.924	0.986	9.42488657133956e-17	5	kis
1.60147358030972e-20	-0.838811136756303	0.614	0.843	1.65416206110191e-16	5	Hexo1
1.71452264756754e-20	-4.0729521364427	0.811	0.91	1.77093044267251e-16	5	pncr002:3R
2.21606100848082e-20	-0.749497207759699	0.03	0.455	2.28896941565984e-16	5	tw
2.35900303257107e-20	-0.768838971388478	0.197	0.637	2.43661423234266e-16	5	CG13698
2.36651723049637e-20	-0.782542095254968	0.015	0.436	2.4443756473797e-16	5	CG11069
2.51888266021446e-20	-0.833796292331849	0.038	0.465	2.60175389973551e-16	5	pot
2.69571626786338e-20	-1.83061482832671	0.189	0.577	2.78440533307609e-16	5	toy
2.88494021379064e-20	0.387411593301282	0.348	0.094	2.97985474682436e-16	5	CG3770
2.91734308879727e-20	-0.907377452067268	0.038	0.46	3.0133236764187e-16	5	CG10005
3.24102854570962e-20	-0.791871168271304	0.258	0.662	3.34765838486346e-16	5	Mnn1
3.36859165161098e-20	-0.981546397594905	0.606	0.841	3.47941831694898e-16	5	Gp150
4.64933079167584e-20	0.71979337663828	0.947	0.894	4.80229377472197e-16	5	Mdh2
5.67007150634447e-20	0.465965695396106	1	1	5.85661685890321e-16	5	RpL38
5.70675897644298e-20	0.490591290128639	0.417	0.128	5.89451134676796e-16	5	kcc
5.71779145315671e-20	-0.671109888742295	0.909	0.976	5.90590679196557e-16	5	mnb
